Latitude,Longitude,Elevation,Bearing
13.029002,78.13971,835.0,-82.3905
13.030184,78.13625,842.0,-70.6766
13.03191,78.131709,844.0,-68.6868
13.034107,78.125932,848.0,-68.6758
13.034948,78.123457,855.0,-70.7717
13.035279,78.122484,857.0,-70.7516
13.035871,78.119851,863.0,-77.0042
13.036076,78.11576,867.0,-87.0551
13.036423,78.110245,862.0,-86.3041
13.037053,78.104456,872.0,-83.6255
13.037148,78.1019,879.0,-87.8149
13.037179,78.096758,878.0,-89.6449
13.037242,78.093119,886.0,-88.9815
13.037465,78.08951,894.0,-86.3705
13.037605,78.087249,889.0,-86.363
13.03792,78.081459,895.0,-86.8031
13.037852,78.078252,891.0,-91.2465
13.037482,78.072081,889.0,-93.5211
13.037353,78.06902,889.0,-92.4766
13.037179,78.064899,877.0,-92.4812
13.03685,78.062181,880.0,-97.0822
13.036718,78.061249,882.0,-98.2715
13.035579,78.05428,888.0,-99.5226
13.035219,78.052171,890.0,-99.9378
13.035034,78.050964,891.0,-98.9407
13.034917,78.049939,889.0,-96.6825
13.034826,78.048977,888.0,-95.5457
13.03475,78.047467,885.0,-92.9572
13.03474,78.046247,883.0,-90.4819
13.034728,78.044996,882.0,-90.564
13.034709,78.041845,885.0,-90.3543
13.034727,78.039627,881.0,-89.5225
13.034793,78.031989,887.0,-89.491
13.034817,78.028994,892.0,-89.5284
13.03483,78.027557,896.0,-89.4678
13.034934,78.02597,900.0,-86.1516
13.035189,78.024153,904.0,-81.8025
13.035758,78.020681,907.0,-80.4509
13.035872,78.019476,903.0,-84.4534
13.035904,78.01813,903.0,-88.6019
13.035945,78.016731,902.0,-88.2768
13.035945,78.013145,900.0,-89.9996
13.036013,78.011809,900.0,-87.0092
13.036351,78.006356,894.0,-86.3589
13.036461,78.004529,890.0,-86.4634
13.036525,78.003443,890.0,-86.5382
13.036666,78.001068,884.0,-86.5125
13.036788,77.999519,881.0,-85.3778
13.036951,77.998293,876.0,-82.2287
13.037581,77.99585,874.0,-75.1734
13.03833,77.993023,874.0,-74.7857
13.038623,77.991645,877.0,-77.6879
13.03875,77.990423,879.0,-83.9107
13.03876,77.989225,880.0,-89.509
13.038634,77.987405,885.0,-94.0646
13.038257,77.983392,892.0,-95.5076
13.038183,77.981905,892.0,-92.924
13.038252,77.980713,890.0,-86.5995
13.038446,77.979713,891.0,-78.7377
13.038819,77.978365,889.0,-74.1438
13.039412,77.976643,889.0,-70.5323
13.039905,77.975197,891.0,-70.7116
13.040284,77.973727,897.0,-75.1765
13.040555,77.972171,900.0,-79.8639
13.040787,77.969567,896.0,-84.7744
13.040993,77.966913,896.0,-85.4444
13.0412,77.964204,902.0,-85.5149
13.041893,77.955122,908.0,-85.5204
13.042575,77.946725,910.0,-85.2333
13.042703,77.94526,906.0,-84.8749
13.043112,77.942204,898.0,-82.1774
13.043333,77.940574,897.0,-82.0767
13.043495,77.938932,900.0,-84.217
13.043956,77.925145,924.0,-88.0327
13.044051,77.922054,920.0,-88.1927
13.044128,77.919177,915.0,-88.426
13.044137,77.917696,910.0,-89.6424
13.044152,77.916441,914.0,-89.2969
13.044175,77.914401,918.0,-89.3367
13.044216,77.912109,923.0,-88.9478
13.044283,77.91116,925.0,-85.8549
13.044393,77.909827,928.0,-85.1581
13.044454,77.90866,929.0,-86.9286
13.044577,77.904253,929.0,-88.3585
13.044572,77.902793,930.0,-90.2013
13.044526,77.900852,932.0,-91.3933
13.04443,77.899046,930.0,-93.123
13.044225,77.896675,929.0,-95.0715
13.044071,77.895357,924.0,-96.8392
13.043943,77.894425,921.0,-98.0244
13.043756,77.893153,919.0,-98.5814
13.043582,77.892009,923.0,-98.8736
13.043113,77.888829,925.0,-98.6083
13.042742,77.886341,921.0,-98.7021
13.042469,77.884496,921.0,-98.6362
13.042342,77.883535,920.0,-97.7251
13.042226,77.882468,916.0,-96.3674
13.041966,77.878477,922.0,-93.8253
13.041803,77.875871,923.0,-93.6733
13.040907,77.862328,905.0,-93.8835
13.040666,77.858557,898.0,-93.7528
13.040099,77.849901,884.0,-93.8457
13.039931,77.847423,886.0,-93.9806
13.039872,77.846461,888.0,-93.6021
13.039637,77.84285,889.0,-93.8214
13.039502,77.840696,895.0,-93.6807
13.039385,77.83897,892.0,-93.9801
13.039023,77.833283,898.0,-93.7377
13.039052,77.831862,900.0,-88.7998
13.039341,77.830336,904.0,-78.9989
13.039888,77.828906,905.0,-68.5628
13.040578,77.827738,908.0,-58.7676
13.041207,77.826934,907.0,-51.2337
13.042076,77.826109,918.0,-42.765
13.043323,77.825317,917.0,-31.7466
13.044319,77.824813,910.0,-26.2417
13.045672,77.824404,910.0,-16.4091
13.047061,77.824247,910.0,-6.2837
13.048256,77.824271,909.0,1.1209
13.051481,77.824418,905.0,2.5425
13.056356,77.824606,908.0,2.1514
13.058002,77.824729,907.0,4.1635
13.059793,77.824923,901.0,6.0234
13.061615,77.825098,900.0,5.3452
13.063575,77.825204,898.0,3.0157
13.064695,77.825165,895.0,-1.9427
13.067394,77.824866,892.0,-6.1591
13.068993,77.824603,890.0,-9.1024
13.076179,77.823438,890.0,-8.9739
13.080337,77.822842,878.0,-7.9482
13.081213,77.822238,877.0,-33.8855
13.081886,77.820869,877.0,-63.2199
13.082326,77.819593,876.0,-70.5051
13.08234,77.818147,877.0,-89.4303
13.081663,77.816387,877.0,-111.5493
13.081151,77.815415,873.0,-118.4036
13.080449,77.814314,874.0,-123.2081
13.079626,77.812954,875.0,-121.8511
13.078679,77.811229,878.0,-119.4057
13.077366,77.808773,883.0,-118.7597
13.076982,77.807799,882.0,-112.0354
13.076765,77.806424,881.0,-99.2029
13.076812,77.805408,880.0,-87.2809
13.077006,77.804271,878.0,-80.0643
13.07719,77.803182,876.0,-80.1592
13.077326,77.801861,876.0,-83.9665
13.077299,77.797967,872.0,-90.4074
13.077208,77.796557,875.0,-93.7906
13.07694,77.795564,877.0,-105.4866
13.076391,77.794594,880.0,-120.1585
13.075854,77.793592,882.0,-118.8192
13.074704,77.79162,880.0,-120.9081
13.072432,77.787612,884.0,-120.1968
13.071983,77.786786,886.0,-119.1634
13.071149,77.785382,885.0,-121.3755
13.070628,77.784425,883.0,-119.2003
13.069673,77.782652,881.0,-118.9406
13.067082,77.777853,869.0,-118.9973
13.066539,77.777095,868.0,-126.3307
13.065551,77.776187,865.0,-138.1639
13.063762,77.774649,862.0,-140.0555
13.062583,77.773533,860.0,-137.3217
13.061089,77.772247,862.0,-140.0198
13.059955,77.771303,862.0,-140.9607
13.058924,77.770409,863.0,-139.8124
13.057774,77.769418,864.0,-139.9879
13.057091,77.768726,864.0,-135.3753
13.056465,77.767882,867.0,-127.2852
13.055928,77.766913,868.0,-119.6348
13.054479,77.763656,875.0,-114.5454
13.053546,77.761984,873.0,-119.8046
13.052935,77.760958,876.0,-121.4379
13.051545,77.758459,880.0,-119.725
13.050596,77.756848,881.0,-121.161
13.049704,77.755498,882.0,-124.1473
13.048936,77.754387,881.0,-125.3591
13.046552,77.751043,892.0,-126.1968
13.045549,77.749661,890.0,-126.6855
13.044597,77.748297,888.0,-125.619
13.04336,77.746614,883.0,-127.0331
13.042287,77.745067,882.0,-125.4495
13.041635,77.744223,884.0,-128.4131
13.038784,77.740228,880.0,-126.2235
13.03785,77.738863,875.0,-125.0824
13.037229,77.737987,877.0,-126.0418
13.034109,77.733602,874.0,-126.1416
13.031455,77.729887,866.0,-126.2518
13.030442,77.728168,866.0,-121.1684
13.028872,77.725404,868.0,-120.2431
13.026227,77.720562,875.0,-119.2785
13.024291,77.717078,873.0,-119.6982
13.02279,77.714381,875.0,-119.7363
13.019382,77.708521,885.0,-120.8331
13.017764,77.705797,886.0,-121.3682
13.017034,77.704516,884.0,-120.3231
13.016518,77.703484,880.0,-117.1662
13.016149,77.702622,879.0,-113.7188
13.015704,77.701739,879.0,-117.3503
13.01491,77.700799,879.0,-130.9236
13.013213,77.69977,885.0,-149.4257
13.011933,77.699,886.0,-149.6247
13.011188,77.698431,884.0,-143.3452
13.010481,77.697812,885.0,-139.534
13.009491,77.696951,887.0,-139.7229
13.008626,77.696276,890.0,-142.7535
13.008223,77.694621,888.0,-104.0316
13.008268,77.693532,891.0,-87.5714
13.008112,77.692498,891.0,-98.8019
13.007939,77.691589,900.0,-101.0524
13.007632,77.69013,905.0,-102.1863
13.007135,77.688902,903.0,-112.5569
13.006241,77.68713,906.0,-117.3749
13.005348,77.685593,903.0,-120.8074
13.004735,77.684514,903.0,-120.2452
13.002177,77.680047,910.0,-120.4429
13.001269,77.678397,912.0,-119.4568
13.000193,77.676466,908.0,-119.7643
12.999294,77.674469,904.0,-114.7975
12.997037,77.669783,900.0,-116.3033
12.996597,77.668912,895.0,-117.4043
12.996197,77.668029,894.0,-114.9341
12.995491,77.66655,896.0,-116.1
12.995099,77.665509,895.0,-111.1293
12.994685,77.664514,897.0,-113.1232
12.994213,77.663509,900.0,-115.7337
12.993738,77.662453,906.0,-114.7794
12.993033,77.661027,898.0,-116.9022
12.992399,77.659678,909.0,-115.7491
12.991167,77.657151,910.0,-116.5805
12.990526,77.655882,911.0,-117.4016
12.989997,77.654787,911.0,-116.3718
12.987757,77.64994,913.0,-115.3733
12.987112,77.648523,912.0,-115.0388
12.986625,77.647379,914.0,-113.5991
12.985725,77.645128,912.0,-112.3089
12.985327,77.644037,909.0,-110.5246
12.984691,77.642459,910.0,-112.4707
12.984291,77.641341,904.0,-110.1616
12.983992,77.640382,899.0,-107.7427
12.983152,77.638184,891.0,-111.4145
12.982701,77.636862,888.0,-109.295
12.982477,77.634732,894.0,-96.1595
12.982362,77.633744,895.0,-96.8116
12.98222,77.632637,900.0,-97.4991
12.981637,77.631483,899.0,-117.4044
12.981507,77.630366,899.0,-96.8108
12.981537,77.629348,899.0,-88.2676
12.982065,77.626769,900.0,-78.1344
12.981859,77.624532,902.0,-95.3983
12.981656,77.623352,896.0,-100.012
12.981138,77.622553,890.0,-123.6363
12.979595,77.621796,897.0,-154.449
12.978862,77.621131,899.0,-138.5216
12.978038,77.620323,890.0,-136.3025
12.976192,77.620313,896.0,-179.6976
12.976586,77.619664,904.0,-58.0771
12.977404,77.619221,900.0,-27.8221
12.979113,77.618304,905.0,-27.6034
12.979933,77.617847,902.0,-28.5054
12.980526,77.6167,898.0,-62.0513
12.980854,77.61552,898.0,-74.0788
12.980789,77.614539,899.0,-93.8898
12.979729,77.614133,911.0,-159.5328
12.979872,77.613152,910.0,-81.492
12.980286,77.612079,907.0,-68.3987
12.980652,77.611074,907.0,-69.5077
12.980951,77.610098,908.0,-72.5474
12.978179,77.609114,922.0,-160.9189
12.977258,77.608782,918.0,-160.6451
12.977468,77.607709,917.0,-78.6435
12.977819,77.606638,921.0,-71.411
12.97839,77.604902,925.0,-71.3483
12.979182,77.602505,923.0,-71.2692
12.977906,77.602201,919.0,-166.9298
12.976732,77.601903,921.0,-166.1067
12.976568,77.600538,918.0,-97.0287
12.976616,77.599352,917.0,-87.6216
12.975578,77.599878,920.0,153.7196
12.974533,77.599597,926.0,-165.3166
12.973616,77.599382,921.0,-167.1302
12.972598,77.598962,916.0,-158.0977
12.971357,77.597967,911.0,-141.999
12.971148,77.596706,906.0,-99.6524
12.971625,77.59528,902.0,-71.0545
