Latitude,Longitude,Elevation,Bearing
12.968459,79.206513,193.0,-88.834
12.968372,79.203533,197.0,-91.7157
12.968142,79.202425,196.0,-102.025
12.967818,79.200855,194.0,-101.9567
12.967734,79.199048,193.0,-92.7309
12.967731,79.197269,197.0,-90.0989
12.967721,79.196342,197.0,-90.6341
12.967658,79.195355,196.0,-93.7474
12.967878,79.193691,197.0,-82.2736
12.968029,79.192568,197.0,-82.1438
12.968227,79.191079,200.0,-82.2295
12.968483,79.188921,201.0,-83.0591
12.968569,79.186485,198.0,-87.9249
12.968553,79.185395,197.0,-90.8629
12.96859,79.183473,196.0,-88.8681
12.968386,79.181521,196.0,-96.121
12.968425,79.179526,196.0,-88.8505
12.967995,79.177214,196.0,-100.8049
12.967759,79.175804,197.0,-99.7457
12.967154,79.173311,201.0,-103.9837
12.966868,79.172064,203.0,-103.2435
12.96649,79.170548,203.0,-104.3519
12.965774,79.168471,203.0,-109.4809
12.965695,79.167415,203.0,-94.3897
12.965836,79.166243,203.0,-82.962
12.966098,79.164349,201.0,-81.9206
12.966485,79.162144,200.0,-79.7901
12.966919,79.160451,203.0,-75.2616
12.967391,79.158584,209.0,-75.4563
12.967782,79.157017,210.0,-75.6377
12.968062,79.156116,213.0,-72.3125
12.968055,79.154896,207.0,-90.3372
12.968056,79.153409,206.0,-89.9603
12.967892,79.151254,205.0,-94.4651
12.967784,79.149713,207.0,-94.1134
12.968085,79.148314,211.0,-77.5496
12.968388,79.147387,211.0,-71.4576
12.968736,79.146357,211.0,-70.8781
12.968879,79.145437,210.0,-80.9374
12.968855,79.143942,208.0,-90.9436
12.96874,79.142284,209.0,-94.071
12.968701,79.141218,209.0,-92.1499
12.967813,79.139603,213.0,-119.4331
12.966711,79.138363,212.0,-132.3636
12.966113,79.137614,209.0,-129.3273
12.966954,79.137232,210.0,-23.876
12.967872,79.137272,212.0,2.4314
12.968944,79.137314,214.0,2.1865
12.97044,79.137168,217.0,-5.4327
12.971443,79.13688,218.0,-15.6322
12.972905,79.136896,220.0,0.611
12.973499,79.13616,221.0,-50.3682
12.973779,79.134507,217.0,-80.1388
12.974252,79.132788,213.0,-74.2318
12.974439,79.131685,213.0,-80.1304
12.974609,79.130368,214.0,-82.4542
12.974537,79.128722,215.0,-92.57
12.974435,79.127295,214.0,-94.195
12.974313,79.125585,214.0,-94.1872
12.974365,79.124533,215.0,-87.0961
12.974572,79.122928,216.0,-82.4605
12.97489,79.121266,219.0,-78.8912
12.975069,79.120274,216.0,-79.5092
12.975261,79.119195,218.0,-79.6514
12.975447,79.118149,219.0,-79.6584
12.97584,79.115333,220.0,-81.8494
12.975803,79.111819,223.0,-90.6187
12.975767,79.110693,227.0,-91.879
12.975724,79.109341,226.0,-91.8692
12.975757,79.108182,226.0,-88.3262
12.975814,79.106889,226.0,-87.4096
12.975903,79.105693,227.0,-85.633
12.976024,79.103563,227.0,-86.6634
12.976023,79.102341,226.0,-90.048
12.975984,79.101418,226.0,-92.4827
12.975826,79.097654,230.0,-92.4662
12.975752,79.096541,229.0,-93.9031
12.975763,79.095159,231.0,-89.5319
12.975584,79.09362,234.0,-96.8063
12.97532,79.090759,232.0,-95.4091
12.975399,79.089605,230.0,-85.9814
12.975462,79.087878,234.0,-87.8559
12.975579,79.086445,238.0,-85.2104
12.975785,79.085256,239.0,-79.9183
12.976564,79.08361,240.0,-64.0953
12.977072,79.082588,237.0,-62.9741
12.977265,79.081312,237.0,-81.1769
12.976789,79.079055,238.0,-102.2117
12.976383,79.077881,237.0,-109.5391
12.976049,79.076432,239.0,-103.3082
12.97563,79.075304,238.0,-110.8661
12.974531,79.073831,238.0,-127.4391
12.974206,79.072943,239.0,-110.585
12.973599,79.072087,237.0,-126.0428
12.973132,79.071157,238.0,-117.2621
12.972844,79.070009,238.0,-104.4367
12.972896,79.068915,239.0,-87.2074
12.972571,79.067838,239.0,-107.2059
12.971903,79.066394,239.0,-115.3944
12.971156,79.065157,239.0,-121.7861
12.970435,79.06429,238.0,-130.4766
12.969358,79.063106,236.0,-133.0283
12.96852,79.062178,234.0,-132.8198
12.968141,79.061223,234.0,-112.1583
12.967987,79.060163,235.0,-98.4794
12.968042,79.059137,235.0,-86.8513
12.968091,79.058144,234.0,-87.1011
12.967797,79.056729,235.0,-102.0357
12.96733,79.055263,235.0,-108.1019
12.966778,79.054185,233.0,-117.72
12.966498,79.05324,233.0,-106.9118
12.966024,79.050499,236.0,-100.0623
12.965803,79.049259,238.0,-100.3641
12.965444,79.047394,241.0,-101.1735
12.965155,79.045545,240.0,-99.1118
12.965023,79.044383,240.0,-96.6488
12.964835,79.043093,241.0,-98.5053
12.964707,79.041907,244.0,-96.3196
12.964508,79.039947,242.0,-95.9478
12.963928,79.035562,238.0,-97.729
12.963733,79.034291,237.0,-98.9468
12.963376,79.03271,239.0,-103.0457
12.962707,79.030249,239.0,-105.5862
12.962347,79.029049,246.0,-107.1106
12.962041,79.027568,243.0,-101.9704
12.96181,79.02535,241.0,-96.0999
12.961828,79.024251,239.0,-89.037
12.96244,79.021637,241.0,-76.4907
12.962721,79.020459,244.0,-76.2456
12.962793,79.019292,241.0,-86.3773
12.962623,79.018089,243.0,-98.2507
12.962546,79.017141,245.0,-94.7643
12.962516,79.015828,245.0,-91.343
12.962548,79.014805,242.0,-88.1614
12.962632,79.013139,240.0,-87.038
12.961571,79.011094,245.0,-118.0303
12.960846,79.009968,243.0,-123.4528
12.959817,79.008389,245.0,-123.771
12.959232,79.007418,246.0,-121.725
12.958655,79.00629,246.0,-117.6946
12.958065,79.005109,246.0,-117.141
12.957297,79.003418,244.0,-114.987
12.956774,79.002205,240.0,-113.8658
12.956085,79.000611,242.0,-113.9189
12.955818,78.999548,241.0,-104.4526
12.95574,78.998477,242.0,-94.2737
12.956526,78.997092,243.0,-59.7861
12.956906,78.996199,246.0,-66.4115
12.957245,78.993944,248.0,-81.2304
12.957275,78.992821,248.0,-88.4297
12.957111,78.99186,247.0,-99.9325
12.956763,78.990309,246.0,-102.9653
12.956301,78.98869,246.0,-106.3207
12.955813,78.987211,248.0,-108.7045
12.955353,78.985714,247.0,-107.5003
12.954929,78.984341,248.0,-107.5821
12.955029,78.983253,248.0,-84.6121
12.955333,78.982122,249.0,-74.5805
12.95571,78.981012,250.0,-70.7859
12.9556,78.979241,248.0,-93.6466
12.955545,78.977873,248.0,-92.3622
12.955002,78.975769,247.0,-104.8324
12.955334,78.973838,249.0,-79.9945
12.955638,78.972594,251.0,-75.9229
12.955862,78.970667,251.0,-83.1977
12.956111,78.968609,254.0,-82.9226
12.956497,78.963391,258.0,-85.6586
12.956553,78.961229,258.0,-88.4773
12.956537,78.95832,260.0,-90.323
12.956507,78.956013,261.0,-90.7642
12.956162,78.954292,262.0,-101.6235
12.955002,78.94851,261.0,-101.6319
12.954958,78.947125,264.0,-91.867
12.954969,78.944924,265.0,-89.7059
12.954982,78.941792,266.0,-89.7556
12.954993,78.93906,271.0,-89.763
12.954997,78.938046,270.0,-89.768
12.955002,78.936811,270.0,-89.7618
12.95504,78.935648,271.0,-88.0796
12.955289,78.931742,271.0,-86.257
12.95567,78.929835,273.0,-78.4142
12.955907,78.92853,273.0,-79.4437
12.956052,78.927532,272.0,-81.5203
12.956163,78.926436,271.0,-84.0668
12.956269,78.925481,272.0,-83.5022
12.956376,78.924541,273.0,-83.3377
12.956512,78.923344,273.0,-83.35
12.956551,78.918681,274.0,-89.5078
12.956577,78.916589,278.0,-89.2691
12.956595,78.915193,276.0,-89.2418
12.956624,78.911412,276.0,-89.5487
12.956441,78.910051,276.0,-97.8555
12.955951,78.907452,279.0,-100.9488
12.955781,78.905858,282.0,-96.2452
12.95557,78.904727,288.0,-100.8371
12.955336,78.903289,286.0,-99.4794
12.955067,78.901967,289.0,-101.7935
12.954829,78.900988,285.0,-104.0067
12.954589,78.9,284.0,-103.9962
12.95307,78.893753,285.0,-104.0089
12.952639,78.8921,282.0,-104.9782
12.952184,78.890176,287.0,-103.6396
12.952059,78.888232,285.0,-93.7746
12.951922,78.885992,287.0,-93.5908
12.951765,78.884617,281.0,-96.6823
12.951438,78.883633,283.0,-108.8289
12.950905,78.882415,283.0,-114.1811
12.949676,78.879608,279.0,-114.1922
12.949192,78.878713,277.0,-119.0255
12.948694,78.877786,279.0,-118.865
12.948189,78.876745,279.0,-116.4625
12.94722,78.875174,279.0,-122.3294
12.94648,78.873956,279.0,-121.9393
12.945173,78.871818,278.0,-122.0983
12.944593,78.870929,277.0,-123.7995
12.943953,78.869956,279.0,-124.0157
12.943256,78.868974,279.0,-126.065
12.942776,78.868158,279.0,-121.1138
12.941509,78.867243,276.0,-144.8608
12.941308,78.866409,278.0,-103.8898
12.941654,78.865351,280.0,-71.4504
12.941543,78.863869,282.0,-94.3944
12.941451,78.862184,280.0,-93.2063
12.941519,78.860945,278.0,-86.7767
12.94186,78.859887,279.0,-71.7005
12.942445,78.85844,280.0,-67.4701
12.942986,78.857559,279.0,-57.7856
12.943358,78.856589,280.0,-68.5201
12.943404,78.855543,282.0,-87.4162
12.943562,78.853808,281.0,-84.6616
12.943802,78.852511,281.0,-79.2493
12.944195,78.850554,280.0,-78.3567
12.944531,78.84954,279.0,-71.2218
12.945192,78.848498,281.0,-56.9398
12.945826,78.847421,280.0,-58.8669
12.94582,78.846377,280.0,-90.3378
12.945165,78.844834,285.0,-113.5362
12.944617,78.844026,280.0,-124.8341
12.944618,78.842864,282.0,-89.9493
12.944745,78.841753,284.0,-83.3101
12.944924,78.840192,283.0,-83.2892
12.945055,78.839054,285.0,-83.2635
12.945221,78.837601,288.0,-83.3138
12.945505,78.836555,287.0,-74.4325
12.946058,78.83552,286.0,-61.2668
12.94693,78.83406,289.0,-58.4983
12.947975,78.832417,290.0,-56.8704
12.948581,78.831398,290.0,-58.6076
12.94882,78.829662,292.0,-81.9591
12.948961,78.82871,293.0,-81.3586
12.949436,78.826559,292.0,-77.2327
12.949531,78.825379,293.0,-85.2774
12.949419,78.824463,294.0,-97.1509
12.949292,78.823529,296.0,-97.9427
12.948914,78.82203,296.0,-104.5068
12.948713,78.821044,296.0,-101.8143
12.948388,78.819375,298.0,-101.2992
12.948281,78.818265,301.0,-95.6487
12.948225,78.817238,300.0,-93.2023
12.948194,78.815992,301.0,-91.4622
12.948108,78.81424,301.0,-92.8832
12.947782,78.812872,301.0,-103.7403
12.947671,78.81161,305.0,-95.1568
12.947326,78.807554,308.0,-94.9876
12.947105,78.804356,312.0,-94.0556
12.947025,78.803365,314.0,-94.735
12.947026,78.801478,315.0,-89.9686
12.947013,78.799512,316.0,-90.3885
12.947009,78.798255,315.0,-90.1869
12.946919,78.79728,319.0,-95.4106
12.94675,78.796156,318.0,-98.7702
12.946628,78.795219,319.0,-97.6095
12.946385,78.793563,321.0,-98.5623
12.946073,78.790933,326.0,-96.9399
12.945876,78.789571,330.0,-98.4416
12.94585,78.788626,331.0,-91.617
12.945715,78.78723,335.0,-95.6666
12.945355,78.783322,335.0,-95.3992
12.94514,78.7815,339.0,-96.9035
12.944965,78.780426,339.0,-99.4915
12.944628,78.778121,341.0,-98.5314
12.944482,78.777096,343.0,-98.315
12.944129,78.774653,350.0,-98.4331
12.944039,78.773467,349.0,-94.4522
12.943964,78.772541,348.0,-94.7506
12.943902,78.771532,346.0,-93.6076
12.943845,78.770111,345.0,-92.3567
12.943723,78.768838,345.0,-95.616
12.94141,78.766035,352.0,-130.2542
12.940724,78.76489,352.0,-121.5806
12.939073,78.759722,359.0,-108.148
12.938776,78.758497,358.0,-103.9695
12.938544,78.757221,361.0,-100.5672
12.938299,78.755462,358.0,-98.133
12.938048,78.752901,362.0,-95.7422
12.937949,78.751899,364.0,-95.7885
12.937364,78.749886,369.0,-106.6033
12.93678,78.748543,370.0,-114.045
12.936798,78.747605,372.0,-88.8719
12.937021,78.746283,376.0,-80.1805
12.937358,78.745365,380.0,-69.3603
12.937856,78.744541,382.0,-58.1964
12.938303,78.743208,383.0,-71.0131
12.938772,78.741568,380.0,-73.6468
12.939722,78.739315,377.0,-66.6042
12.941259,78.7358,373.0,-65.8356
12.941713,78.734647,373.0,-68.0003
12.942039,78.733093,372.0,-77.8523
12.942122,78.731893,371.0,-85.9404
12.942409,78.727759,374.0,-85.925
12.942506,78.726684,373.0,-84.7103
12.942513,78.725533,370.0,-89.6423
12.942533,78.724539,366.0,-88.8172
12.942802,78.723648,366.0,-72.7881
12.943162,78.722684,365.0,-69.0341
12.943311,78.721649,369.0,-81.5972
12.942796,78.72009,373.0,-108.724
12.942388,78.71918,372.0,-114.7042
12.941096,78.717688,371.0,-131.6216
12.940436,78.71699,370.0,-134.1334
12.939587,78.716039,371.0,-132.4898
12.938655,78.715273,371.0,-141.3045
12.936769,78.71403,367.0,-147.2858
12.936039,78.713287,365.0,-135.2307
12.93566,78.712295,364.0,-111.4053
12.935191,78.71089,365.0,-108.9061
12.934896,78.709859,366.0,-106.3611
12.934631,78.708761,367.0,-103.9083
12.934446,78.707643,367.0,-99.6358
12.934243,78.705533,369.0,-95.6373
12.934226,78.704467,371.0,-90.9373
12.934094,78.703141,369.0,-95.8318
12.933792,78.701637,371.0,-101.6413
12.933769,78.700563,371.0,-91.2586
12.933816,78.698239,376.0,-88.811
12.93368,78.695621,372.0,-93.0507
12.933755,78.69455,375.0,-85.8902
12.934111,78.693354,377.0,-73.0168
12.934432,78.69196,377.0,-76.7065
12.935132,78.688649,385.0,-77.7606
12.936256,78.68458,391.0,-74.1753
12.936202,78.683587,393.0,-93.1935
12.935444,78.68287,394.0,-137.3268
12.935305,78.681681,386.0,-96.8398
12.935289,78.680663,375.0,-90.9238
12.933399,78.680255,373.0,-168.1185
12.932691,78.679757,366.0,-145.5675
12.93289,78.67803,361.0,-83.2572
12.93328,78.676744,362.0,-72.7158
12.9333,78.674686,365.0,-89.4285
12.933139,78.672348,361.0,-94.0412
12.932653,78.671468,355.0,-119.5378
12.931999,78.670547,366.0,-126.0762
12.932319,78.668726,367.0,-79.7791
12.931372,78.668912,379.0,169.1631
12.930528,78.669336,378.0,153.9122
12.931562,78.667015,394.0,-65.4351
12.930498,78.66798,412.0,138.5247
12.930662,78.667571,412.0,-67.6372
12.931037,78.666587,398.0,-68.6437
12.930846,78.66665,394.0,162.1785
12.930311,78.667444,432.0,124.6574
12.929985,78.667484,472.0,173.1805
12.930496,78.666716,432.0,-55.6795
12.930236,78.66573,451.0,-105.1389
12.930695,78.664834,465.0,-62.2733
12.930838,78.663829,444.0,-81.6939
12.931227,78.662827,461.0,-68.2813
12.931561,78.661842,477.0,-70.8166
12.931971,78.660842,467.0,-67.1849
12.931907,78.659526,465.0,-92.8564
12.932407,78.658263,494.0,-67.8936
12.932207,78.656691,495.0,-97.437
12.931787,78.655803,522.0,-115.8863
12.93093,78.655053,518.0,-139.5374
12.929955,78.654391,532.0,-146.505
12.929325,78.653709,539.0,-133.4643
12.929284,78.652331,556.0,-91.7484
12.929766,78.651153,560.0,-67.2266
12.929518,78.650243,557.0,-105.6218
12.930062,78.64944,552.0,-55.1974
12.930106,78.648364,553.0,-87.5974
12.930374,78.646775,570.0,-80.1822
12.929781,78.645891,571.0,-124.5382
12.929865,78.64456,577.0,-86.295
12.930315,78.64367,570.0,-62.5809
12.930623,78.64242,572.0,-75.8121
12.931391,78.641088,575.0,-59.3922
12.931235,78.638863,576.0,-94.1143
12.931,78.637914,578.0,-104.2555
12.932003,78.637136,575.0,-37.0892
12.931852,78.636111,576.0,-98.5951
12.931271,78.635178,581.0,-122.5755
12.931353,78.633706,582.0,-86.7286
12.932779,78.632678,584.0,-35.0923
12.933334,78.631808,586.0,-56.7937
12.933555,78.630731,593.0,-78.1104
12.933592,78.628624,602.0,-88.9675
12.934204,78.62751,607.0,-60.5911
12.935109,78.626191,610.0,-54.8547
12.935123,78.624805,612.0,-89.4061
12.935711,78.624096,612.0,-49.6044
12.936709,78.624,609.0,-5.3559
12.937477,78.62338,609.0,-38.1956
12.938397,78.622515,621.0,-42.5004
12.939409,78.621831,622.0,-33.3739
12.939883,78.620476,617.0,-70.2553
12.940135,78.619555,627.0,-74.3181
12.940648,78.618642,629.0,-60.0353
12.941531,78.61686,640.0,-63.0499
12.94207,78.61596,650.0,-58.4292
12.942403,78.61505,648.0,-69.4201
12.942719,78.614084,653.0,-71.4456
12.943265,78.613192,657.0,-57.8684
12.943206,78.612035,660.0,-92.995
12.94377,78.610604,665.0,-67.9812
12.944084,78.609568,664.0,-72.7247
12.94374,78.608061,664.0,-103.182
12.943096,78.606646,661.0,-115.0319
12.942683,78.605146,664.0,-105.7754
12.942853,78.604071,664.0,-80.7833
12.943506,78.602795,658.0,-62.296
12.944505,78.601706,662.0,-46.7326
12.945393,78.601458,668.0,-15.226
12.946132,78.600701,674.0,-44.9518
12.946496,78.599752,676.0,-68.517
12.946923,78.598727,676.0,-66.8555
12.949011,78.595032,686.0,-59.8931
12.949613,78.593704,688.0,-65.0547
12.949989,78.592814,690.0,-66.5633
12.950125,78.59178,687.0,-82.3136
12.950611,78.590945,691.0,-59.1531
12.951285,78.590285,691.0,-43.6609
12.952101,78.589322,694.0,-48.9938
12.952535,78.588338,696.0,-65.6497
12.952891,78.585697,691.0,-82.1247
12.952911,78.583977,694.0,-89.3162
12.953115,78.582998,697.0,-77.9308
12.953758,78.581994,699.0,-56.6885
12.954318,78.581034,704.0,-59.0966
12.954763,78.577973,700.0,-81.5152
12.954915,78.576986,701.0,-81.02
12.953994,78.574639,701.0,-111.9326
12.953709,78.573479,701.0,-104.1496
12.953417,78.571923,703.0,-100.8993
12.953103,78.571004,707.0,-109.3204
12.952507,78.569932,706.0,-119.704
12.952285,78.568205,714.0,-97.5139
12.952022,78.566672,713.0,-99.9838
12.951732,78.564855,715.0,-99.3006
12.95173,78.562549,719.0,-90.0507
12.951907,78.560861,725.0,-83.8587
12.952164,78.558736,735.0,-82.9256
12.952297,78.556709,737.0,-86.148
12.952305,78.555398,733.0,-89.6411
12.952247,78.553345,734.0,-91.6602
12.952224,78.551581,736.0,-90.7663
12.952323,78.550193,735.0,-85.814
12.952522,78.54928,731.0,-77.393
12.952842,78.548295,738.0,-71.5638
12.953276,78.547204,742.0,-67.7952
12.954511,78.54424,753.0,-66.8507
12.955233,78.542365,754.0,-68.4396
12.955762,78.541313,754.0,-62.7068
12.956756,78.539629,750.0,-58.7973
12.9581,78.537608,751.0,-55.6904
12.959454,78.535618,756.0,-55.0777
12.961054,78.533176,749.0,-56.0857
12.963047,78.529957,751.0,-57.5708
12.963935,78.528576,751.0,-56.5818
12.964919,78.526888,751.0,-59.1125
12.965383,78.526022,747.0,-61.1973
12.965908,78.52488,739.0,-64.7444
12.966375,78.523976,738.0,-62.0714
12.96685,78.523143,736.0,-59.6659
12.967557,78.521792,734.0,-61.7636
12.968321,78.520318,733.0,-61.9921
12.969554,78.518732,718.0,-51.4178
12.971104,78.516884,710.0,-49.2811
12.971756,78.516242,714.0,-43.817
12.972669,78.515047,719.0,-51.9025
12.973467,78.514143,717.0,-47.8276
12.974107,78.513458,721.0,-46.2054
12.975215,78.512375,726.0,-43.6057
12.976326,78.510784,735.0,-54.3744
12.976927,78.509839,734.0,-56.8696
12.97867,78.508398,726.0,-38.8554
12.980528,78.507103,719.0,-34.1833
12.982628,78.505662,713.0,-33.7686
12.983846,78.504776,716.0,-35.3299
12.984569,78.504028,720.0,-45.2318
12.986345,78.502922,728.0,-31.2502
12.987566,78.502091,732.0,-33.5515
12.988518,78.501397,739.0,-35.3877
12.989284,78.500868,741.0,-33.9378
12.99221,78.498623,733.0,-36.7824
12.993524,78.497587,724.0,-37.533
12.994456,78.4968,721.0,-39.4474
12.995708,78.495793,723.0,-38.0862
12.99645,78.495216,725.0,-37.1515
12.997274,78.494614,724.0,-35.4457
12.998047,78.493901,719.0,-41.9475
12.99894,78.492649,715.0,-53.7951
13.000733,78.490214,724.0,-52.9209
13.001478,78.489263,725.0,-51.2008
13.00237,78.487873,724.0,-56.6305
13.002567,78.48667,720.0,-80.4595
13.002487,78.485411,727.0,-93.7311
13.002358,78.484338,727.0,-97.0339
13.002216,78.483169,731.0,-97.1061
13.002127,78.482097,732.0,-94.8701
13.001905,78.480441,733.0,-97.8337
13.001821,78.479488,736.0,-95.1689
13.002593,78.477207,738.0,-70.8449
13.002824,78.476257,740.0,-75.9876
13.003197,78.474747,745.0,-75.7739
13.003766,78.473913,744.0,-54.9998
13.003945,78.47215,745.0,-84.0508
13.004102,78.470305,747.0,-85.0086
13.004274,78.468499,758.0,-84.4172
13.004861,78.465842,754.0,-77.2244
13.004992,78.464618,756.0,-83.7314
13.005364,78.463154,762.0,-75.3834
13.005668,78.461803,763.0,-76.9958
13.006536,78.459167,773.0,-71.3267
13.006588,78.457806,776.0,-87.7542
13.006751,78.456291,778.0,-83.6985
13.00678,78.455268,778.0,-88.3334
13.006772,78.454187,772.0,-90.4351
13.007218,78.45296,771.0,-69.5413
13.007701,78.451471,774.0,-71.5861
13.008816,78.448389,777.0,-69.6294
13.008859,78.446836,778.0,-88.3721
13.0091,78.445574,782.0,-78.9106
13.009157,78.444362,782.0,-87.2364
13.009113,78.44298,784.0,-91.8714
13.009206,78.441804,785.0,-85.3596
13.009303,78.440607,784.0,-85.2455
13.009617,78.439207,781.0,-77.0365
13.009957,78.438126,775.0,-72.1093
13.010175,78.436358,776.0,-82.7873
13.010374,78.434931,776.0,-81.8546
13.010634,78.433279,774.0,-80.824
13.010466,78.431781,776.0,-96.5659
13.010346,78.430689,775.0,-96.4348
13.010098,78.42824,774.0,-95.9334
13.00983,78.425985,776.0,-96.9542
13.009756,78.424913,780.0,-94.0524
13.009857,78.423898,781.0,-84.1686
13.010062,78.422344,778.0,-82.2893
13.010519,78.419756,777.0,-79.7271
13.010817,78.418328,775.0,-77.9108
13.011529,78.415343,775.0,-76.2436
13.011985,78.413769,776.0,-73.4404
13.012327,78.412676,773.0,-72.1956
13.012792,78.411671,770.0,-64.5977
13.0136,78.410713,768.0,-49.1186
13.014425,78.409526,765.0,-54.4976
13.014884,78.407556,766.0,-76.5508
13.014931,78.406112,764.0,-88.0865
13.014897,78.404597,764.0,-91.3193
13.014806,78.403156,765.0,-93.7083
13.014711,78.401303,767.0,-93.0119
13.014636,78.399954,770.0,-93.2657
13.014698,78.398979,769.0,-86.2657
13.013725,78.398502,771.0,-154.4687
13.012721,78.397196,773.0,-128.2741
13.012293,78.396056,777.0,-111.0732
13.012292,78.394145,779.0,-90.0306
13.011932,78.392231,779.0,-100.926
13.011565,78.391062,782.0,-107.8597
13.011366,78.389773,782.0,-99.0036
13.011138,78.388865,779.0,-104.4516
13.010978,78.387696,781.0,-97.9962
13.011069,78.386604,788.0,-85.1113
13.011025,78.385619,788.0,-92.6249
13.010643,78.384649,788.0,-112.008
13.009438,78.382834,784.0,-124.2704
13.008842,78.38212,782.0,-130.5873
13.007985,78.380901,781.0,-125.8123
13.00751,78.379953,776.0,-117.2144
13.007111,78.378871,774.0,-110.7302
13.007066,78.377676,772.0,-92.2132
13.006828,78.376392,772.0,-100.7711
13.006405,78.374947,774.0,-106.7223
13.00622,78.373967,775.0,-100.9649
13.00634,78.371261,778.0,-87.3938
13.006086,78.369891,779.0,-100.7735
13.006156,78.368735,780.0,-86.4436
13.006408,78.367427,786.0,-78.8149
13.006776,78.36623,789.0,-72.4878
13.007221,78.365416,791.0,-60.704
13.007775,78.364527,788.0,-57.3976
13.008362,78.362655,788.0,-72.1602
13.008325,78.361515,786.0,-91.9077
13.007747,78.360822,786.0,-130.5642
13.006975,78.359087,777.0,-114.5448
13.006421,78.356431,779.0,-102.083
13.00626,78.355205,779.0,-97.6759
13.005895,78.354256,779.0,-111.5411
13.005471,78.353195,781.0,-112.3006
13.005314,78.351336,788.0,-94.9537
13.005567,78.348818,788.0,-84.1121
13.00559,78.347578,788.0,-88.9093
13.005833,78.346176,786.0,-79.9132
13.005585,78.345022,786.0,-102.438
13.005418,78.343428,780.0,-96.137
13.005112,78.342075,778.0,-103.0678
13.004346,78.34078,772.0,-121.2608
13.003818,78.339874,771.0,-120.8844
13.003674,78.338858,769.0,-98.2762
13.004233,78.337617,766.0,-65.1888
13.004822,78.336693,768.0,-56.8062
13.005361,78.335298,774.0,-68.369
13.005574,78.334319,772.0,-77.4124
13.005441,78.331785,779.0,-93.0831
13.005573,78.330794,784.0,-82.2155
13.006131,78.330243,785.0,-43.8941
13.006163,78.329237,786.0,-88.13
13.006139,78.328266,782.0,-91.453
13.005932,78.326904,779.0,-98.8656
13.005577,78.324835,780.0,-99.987
13.005343,78.32333,780.0,-99.0664
13.005127,78.321708,777.0,-97.7825
13.004686,78.320307,784.0,-107.9035
13.004339,78.319237,785.0,-108.4092
13.003761,78.317981,792.0,-115.2814
13.003435,78.315832,792.0,-98.8492
13.003127,78.314553,797.0,-103.8824
13.002576,78.312966,799.0,-109.6125
13.001905,78.310851,803.0,-108.0353
13.001179,78.309212,810.0,-114.4467
13.000634,78.307549,808.0,-108.5898
13.000363,78.306552,804.0,-105.5872
13.00006,78.305188,802.0,-102.8429
12.999634,78.302966,799.0,-101.1312
12.999125,78.301176,808.0,-106.269
12.998305,78.298769,810.0,-109.271
12.997544,78.296886,811.0,-112.527
12.99712,78.295864,815.0,-113.0633
12.996532,78.294293,819.0,-111.0128
12.996111,78.293161,819.0,-110.891
12.995645,78.291897,818.0,-110.7246
12.995287,78.290771,816.0,-108.0712
12.995042,78.289759,813.0,-103.953
12.994608,78.287827,815.0,-102.982
12.994325,78.286581,806.0,-103.121
12.994005,78.281139,811.0,-93.4528
12.993874,78.278162,814.0,-92.5854
12.993838,78.276116,817.0,-91.0343
12.993903,78.274901,819.0,-86.8573
12.993755,78.273746,818.0,-97.4916
12.993706,78.272491,819.0,-92.2945
12.993928,78.269656,823.0,-85.405
12.994076,78.268074,828.0,-84.5156
12.99409,78.266703,829.0,-89.3994
12.994064,78.265437,829.0,-91.2073
12.994214,78.264083,830.0,-83.5135
12.994382,78.262818,829.0,-82.2385
12.994551,78.261703,830.0,-81.1582
12.994759,78.260307,832.0,-81.3059
12.994791,78.258263,836.0,-89.0793
12.995093,78.255648,840.0,-83.2404
13.002039,78.255631,839.0,-0.1366
13.00442,78.255898,842.0,6.2355
13.006359,78.256006,843.0,3.1064
13.008359,78.256142,840.0,3.7906
13.010028,78.256368,848.0,7.5159
13.013162,78.256743,856.0,6.6497
13.014347,78.255664,864.0,-41.5781
13.014884,78.254653,863.0,-61.4024
13.016342,78.24904,851.0,-75.0713
13.016796,78.246856,854.0,-77.9558
13.017178,78.244184,851.0,-81.652
13.017414,78.241999,839.0,-83.6739
13.017487,78.240616,841.0,-86.8988
13.017283,78.235958,841.0,-92.5732
13.017049,78.230793,858.0,-92.6617
13.016943,78.228455,855.0,-92.664
13.016722,78.224164,857.0,-93.0254
13.01615,78.217905,852.0,-95.3579
13.015929,78.214795,845.0,-94.1711
13.015695,78.212818,841.0,-96.9263
13.01581,78.210839,839.0,-86.5866
13.016881,78.206479,831.0,-75.849
13.018085,78.201841,829.0,-75.0801
13.018877,78.198806,834.0,-75.0055
13.019852,78.19492,843.0,-75.5585
13.02026,78.192844,844.0,-78.5952
13.021315,78.187339,828.0,-78.8713
13.022015,78.184053,834.0,-77.6661
13.022306,78.182323,832.0,-80.2044
13.022513,78.18067,831.0,-82.6756
13.023346,78.174011,836.0,-82.6827
13.024701,78.168739,840.0,-75.2212
13.025434,78.165763,848.0,-75.8121
13.025797,78.164304,847.0,-75.6743
13.027064,78.159489,837.0,-74.8853
13.028372,78.154103,839.0,-76.0026
13.028442,78.153017,841.0,-86.2147
13.028356,78.14605,842.0,-90.7251
13.028356,78.144675,840.0,-89.9998
13.028503,78.143544,839.0,-82.401
